geo,proorismos,typos,nyxtes,pososto,typos_onoma,proorismos_onoma,einai_athroisma,xora,kratos_melos,xora_krisis,einai_ellada,einai_ee
CY,FOR,R_HOT,4573114.0,37.3,Ξενοδοχείο,Εξωτερικό,False,Κύπρος,True,True,False,False
CZ,FOR,R_HOT,30135072.0,63.5,Ξενοδοχείο,Εξωτερικό,False,Τσεχία,True,False,False,False
DE,FOR,R_HOT,371625111.0,40.1,Ξενοδοχείο,Εξωτερικό,False,Γερμανία,True,False,False,False
DK,FOR,R_HOT,31029029.0,42.9,Ξενοδοχείο,Εξωτερικό,False,Δανία,True,False,False,False
EE,FOR,R_HOT,3941926.0,45.2,Ξενοδοχείο,Εξωτερικό,False,Εσθονία,True,False,False,False
EL,FOR,R_HOT,2851385.0,36.5,Ξενοδοχείο,Εξωτερικό,False,Ελλάδα,True,True,True,False
ES,FOR,R_HOT,42451252.0,31.5,Ξενοδοχείο,Εξωτερικό,False,Ισπανία,True,True,False,False
EU27_2020,FOR,R_HOT,1020512488.0,40.8,Ξενοδοχείο,Εξωτερικό,False,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,R_HOT,20252590.0,38.2,Ξενοδοχείο,Εξωτερικό,False,Φινλανδία,True,False,False,False
FR,FOR,R_HOT,102180930.0,47.0,Ξενοδοχείο,Εξωτερικό,False,Γαλλία,True,False,False,False
HR,FOR,R_HOT,3334087.0,33.8,Ξενοδοχείο,Εξωτερικό,False,Κροατία,True,False,False,False
HU,FOR,R_HOT,16718147.0,51.7,Ξενοδοχείο,Εξωτερικό,False,Ουγγαρία,True,False,False,False
IE,FOR,R_HOT,24989158.0,38.8,Ξενοδοχείο,Εξωτερικό,False,Ιρλανδία,True,True,False,False
IT,FOR,R_HOT,21993294.0,32.7,Ξενοδοχείο,Εξωτερικό,False,Ιταλία,True,True,False,False
LT,FOR,R_HOT,5329378.0,42.5,Ξενοδοχείο,Εξωτερικό,False,Λιθουανία,True,False,False,False
LU,FOR,R_HOT,7020004.0,35.6,Ξενοδοχείο,Εξωτερικό,False,Λουξεμβούργο,True,False,False,False
LV,FOR,R_HOT,4573856.0,54.4,Ξενοδοχείο,Εξωτερικό,False,Λετονία,True,False,False,False
MT,FOR,R_HOT,2159380.0,46.9,Ξενοδοχείο,Εξωτερικό,False,Μάλτα,True,False,False,False
NL,FOR,R_HOT,71243448.0,33.0,Ξενοδοχείο,Εξωτερικό,False,Ολλανδία,True,False,False,False
PL,FOR,R_HOT,46220945.0,39.8,Ξενοδοχείο,Εξωτερικό,False,Πολωνία,True,False,False,False
PT,FOR,R_HOT,9390380.0,51.6,Ξενοδοχείο,Εξωτερικό,False,Πορτογαλία,True,True,False,False
RO,FOR,R_HOT,8180706.0,59.6,Ξενοδοχείο,Εξωτερικό,False,Ρουμανία,True,False,False,False
SE,FOR,R_HOT,76909204.0,50.0,Ξενοδοχείο,Εξωτερικό,False,Σουηδία,True,False,False,False
SI,FOR,R_HOT,5012014.0,22.7,Ξενοδοχείο,Εξωτερικό,False,Σλοβενία,True,False,False,False
SK,FOR,R_HOT,16229871.0,64.2,Ξενοδοχείο,Εξωτερικό,False,Σλοβακία,True,False,False,False
AT,FOR,R_OTH,4642247.0,4.7,Άλλο πληρωμένο,Εξωτερικό,False,Αυστρία,True,False,False,False
BE,FOR,R_OTH,2984647.0,2.3,Άλλο πληρωμένο,Εξωτερικό,False,Βέλγιο,True,False,False,False
BG,FOR,R_OTH,,,Άλλο πληρωμένο,Εξωτερικό,False,Βουλγαρία,True,False,False,False
CY,FOR,R_OTH,,,Άλλο πληρωμένο,Εξωτερικό,False,Κύπρος,True,True,False,False
CZ,FOR,R_OTH,,,Άλλο πληρωμένο,Εξωτερικό,False,Τσεχία,True,False,False,False
DE,FOR,R_OTH,23280368.0,2.5,Άλλο πληρωμένο,Εξωτερικό,False,Γερμανία,True,False,False,False
DK,FOR,R_OTH,4052580.0,5.6,Άλλο πληρωμένο,Εξωτερικό,False,Δανία,True,False,False,False
EE,FOR,R_OTH,,,Άλλο πληρωμένο,Εξωτερικό,False,Εσθονία,True,False,False,False
EL,FOR,R_OTH,,,Άλλο πληρωμένο,Εξωτερικό,False,Ελλάδα,True,True,True,False
ES,FOR,R_OTH,5328216.0,4.0,Άλλο πληρωμένο,Εξωτερικό,False,Ισπανία,True,True,False,False
EU27_2020,FOR,R_OTH,93780775.0,3.8,Άλλο πληρωμένο,Εξωτερικό,False,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,R_OTH,3722431.0,7.0,Άλλο πληρωμένο,Εξωτερικό,False,Φινλανδία,True,False,False,False
FR,FOR,R_OTH,14489728.0,6.7,Άλλο πληρωμένο,Εξωτερικό,False,Γαλλία,True,False,False,False
HR,FOR,R_OTH,318919.0,3.2,Άλλο πληρωμένο,Εξωτερικό,False,Κροατία,True,False,False,False
HU,FOR,R_OTH,838117.0,2.6,Άλλο πληρωμένο,Εξωτερικό,False,Ουγγαρία,True,False,False,False
IE,FOR,R_OTH,3463240.0,5.4,Άλλο πληρωμένο,Εξωτερικό,False,Ιρλανδία,True,True,False,False
IT,FOR,R_OTH,9907375.0,14.7,Άλλο πληρωμένο,Εξωτερικό,False,Ιταλία,True,True,False,False
LT,FOR,R_OTH,116693.0,0.9,Άλλο πληρωμένο,Εξωτερικό,False,Λιθουανία,True,False,False,False
LU,FOR,R_OTH,216621.0,1.1,Άλλο πληρωμένο,Εξωτερικό,False,Λουξεμβούργο,True,False,False,False
LV,FOR,R_OTH,230270.0,2.7,Άλλο πληρωμένο,Εξωτερικό,False,Λετονία,True,False,False,False
MT,FOR,R_OTH,184589.0,4.0,Άλλο πληρωμένο,Εξωτερικό,False,Μάλτα,True,False,False,False
NL,FOR,R_OTH,9387163.0,4.3,Άλλο πληρωμένο,Εξωτερικό,False,Ολλανδία,True,False,False,False
PL,FOR,R_OTH,2951803.0,2.5,Άλλο πληρωμένο,Εξωτερικό,False,Πολωνία,True,False,False,False
PT,FOR,R_OTH,381347.0,2.1,Άλλο πληρωμένο,Εξωτερικό,False,Πορτογαλία,True,True,False,False
RO,FOR,R_OTH,352687.0,2.6,Άλλο πληρωμένο,Εξωτερικό,False,Ρουμανία,True,False,False,False
SE,FOR,R_OTH,5296289.0,3.4,Άλλο πληρωμένο,Εξωτερικό,False,Σουηδία,True,False,False,False
SI,FOR,R_OTH,579098.0,2.6,Άλλο πληρωμένο,Εξωτερικό,False,Σλοβενία,True,False,False,False
SK,FOR,R_OTH,,,Άλλο πληρωμένο,Εξωτερικό,False,Σλοβακία,True,False,False,False
AT,FOR,TOTAL,98732543.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Αυστρία,True,False,False,False
BE,FOR,TOTAL,130126370.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Βέλγιο,True,False,False,False
BG,FOR,TOTAL,6972053.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Βουλγαρία,True,False,False,False
CY,FOR,TOTAL,12252650.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Κύπρος,True,True,False,False
CZ,FOR,TOTAL,47458418.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Τσεχία,True,False,False,False
DE,FOR,TOTAL,926931747.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Γερμανία,True,False,False,False
DK,FOR,TOTAL,72351534.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Δανία,True,False,False,False
EE,FOR,TOTAL,8728538.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Εσθονία,True,False,False,False
EL,FOR,TOTAL,7809634.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Ελλάδα,True,True,True,False
ES,FOR,TOTAL,134709941.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Ισπανία,True,True,False,False
EU27_2020,FOR,TOTAL,2500700009.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,TOTAL,53075676.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Φινλανδία,True,False,False,False
FR,FOR,TOTAL,217433548.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Γαλλία,True,False,False,False
HR,FOR,TOTAL,9852227.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Κροατία,True,False,False,False
HU,FOR,TOTAL,32321644.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Ουγγαρία,True,False,False,False
IE,FOR,TOTAL,64376880.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Ιρλανδία,True,True,False,False
IT,FOR,TOTAL,67174266.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Ιταλία,True,True,False,False
LT,FOR,TOTAL,12527458.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Λιθουανία,True,False,False,False
LU,FOR,TOTAL,19709241.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Λουξεμβούργο,True,False,False,False
LV,FOR,TOTAL,8405657.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Λετονία,True,False,False,False
MT,FOR,TOTAL,4605649.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Μάλτα,True,False,False,False
NL,FOR,TOTAL,215827830.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Ολλανδία,True,False,False,False
PL,FOR,TOTAL,116194277.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Πολωνία,True,False,False,False
PT,FOR,TOTAL,18190274.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Πορτογαλία,True,True,False,False
RO,FOR,TOTAL,13718905.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Ρουμανία,True,False,False,False
SE,FOR,TOTAL,153842517.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Σουηδία,True,False,False,False
SI,FOR,TOTAL,22105395.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Σλοβενία,True,False,False,False
SK,FOR,TOTAL,25265136.0,100.0,ΣΥΝΟΛΟ,Εξωτερικό,True,Σλοβακία,True,False,False,False
AT,FOR,TOT_NR,28139787.0,28.5,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Αυστρία,True,False,False,False
BE,FOR,TOT_NR,43167614.0,33.2,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Βέλγιο,True,False,False,False
BG,FOR,TOT_NR,1987818.0,28.5,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Βουλγαρία,True,False,False,False
CY,FOR,TOT_NR,5855540.0,47.8,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Κύπρος,True,True,False,False
CZ,FOR,TOT_NR,7752962.0,16.3,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Τσεχία,True,False,False,False
DE,FOR,TOT_NR,222575504.0,24.0,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Γερμανία,True,False,False,False
DK,FOR,TOT_NR,16124634.0,22.3,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Δανία,True,False,False,False
EE,FOR,TOT_NR,2512055.0,28.8,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Εσθονία,True,False,False,False
EL,FOR,TOT_NR,4093118.0,52.4,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Ελλάδα,True,True,True,False
ES,FOR,TOT_NR,64658546.0,48.0,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Ισπανία,True,True,False,False
EU27_2020,FOR,TOT_NR,724716628.0,29.0,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,TOT_NR,14459707.0,27.2,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Φινλανδία,True,False,False,False
FR,FOR,TOT_NR,51893495.0,23.9,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Γαλλία,True,False,False,False
HR,FOR,TOT_NR,4447935.0,45.1,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Κροατία,True,False,False,False
HU,FOR,TOT_NR,6910924.0,21.4,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Ουγγαρία,True,False,False,False
IE,FOR,TOT_NR,19874435.0,30.9,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Ιρλανδία,True,True,False,False
IT,FOR,TOT_NR,26018180.0,38.7,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Ιταλία,True,True,False,False
LT,FOR,TOT_NR,4349802.0,34.7,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Λιθουανία,True,False,False,False
LU,FOR,TOT_NR,9078364.0,46.1,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Λουξεμβούργο,True,False,False,False
LV,FOR,TOT_NR,1925790.0,22.9,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Λετονία,True,False,False,False
MT,FOR,TOT_NR,1273209.0,27.6,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Μάλτα,True,False,False,False
NL,FOR,TOT_NR,56011718.0,26.0,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Ολλανδία,True,False,False,False
PL,FOR,TOT_NR,55393804.0,47.7,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Πολωνία,True,False,False,False
PT,FOR,TOT_NR,6476082.0,35.6,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Πορτογαλία,True,True,False,False
RO,FOR,TOT_NR,4655861.0,33.9,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Ρουμανία,True,False,False,False
SE,FOR,TOT_NR,52367760.0,34.0,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Σουηδία,True,False,False,False
SI,FOR,TOT_NR,8067427.0,36.5,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Σλοβενία,True,False,False,False
SK,FOR,TOT_NR,4644557.0,18.4,ΣΥΝΟΛΟ μη πληρωμένο,Εξωτερικό,True,Σλοβακία,True,False,False,False
AT,FOR,TOT_R,70592756.0,71.5,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Αυστρία,True,False,False,False
BE,FOR,TOT_R,86958756.0,66.8,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Βέλγιο,True,False,False,False
BG,FOR,TOT_R,4984236.0,71.5,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Βουλγαρία,True,False,False,False
CY,FOR,TOT_R,6397110.0,52.2,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Κύπρος,True,True,False,False
CZ,FOR,TOT_R,39705456.0,83.7,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Τσεχία,True,False,False,False
DE,FOR,TOT_R,704356242.0,76.0,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Γερμανία,True,False,False,False
DK,FOR,TOT_R,56226900.0,77.7,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Δανία,True,False,False,False
EE,FOR,TOT_R,6216483.0,71.2,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Εσθονία,True,False,False,False
EL,FOR,TOT_R,3716516.0,47.6,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Ελλάδα,True,True,True,False
ES,FOR,TOT_R,70051395.0,52.0,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Ισπανία,True,True,False,False
EU27_2020,FOR,TOT_R,1775983381.0,71.0,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Ευρωπαϊκή Ένωση (27),False,False,False,True
FI,FOR,TOT_R,38615969.0,72.8,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Φινλανδία,True,False,False,False
FR,FOR,TOT_R,165540052.0,76.1,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Γαλλία,True,False,False,False
HR,FOR,TOT_R,5404292.0,54.9,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Κροατία,True,False,False,False
HU,FOR,TOT_R,25410720.0,78.6,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Ουγγαρία,True,False,False,False
IE,FOR,TOT_R,44502445.0,69.1,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Ιρλανδία,True,True,False,False
IT,FOR,TOT_R,41156086.0,61.3,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Ιταλία,True,True,False,False
LT,FOR,TOT_R,8177657.0,65.3,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Λιθουανία,True,False,False,False
LU,FOR,TOT_R,10630877.0,53.9,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Λουξεμβούργο,True,False,False,False
LV,FOR,TOT_R,6479867.0,77.1,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Λετονία,True,False,False,False
MT,FOR,TOT_R,3332440.0,72.4,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Μάλτα,True,False,False,False
NL,FOR,TOT_R,159816112.0,74.0,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Ολλανδία,True,False,False,False
PL,FOR,TOT_R,60800473.0,52.3,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Πολωνία,True,False,False,False
PT,FOR,TOT_R,11714192.0,64.4,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Πορτογαλία,True,True,False,False
RO,FOR,TOT_R,9063044.0,66.1,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Ρουμανία,True,False,False,False
SE,FOR,TOT_R,101474758.0,66.0,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Σουηδία,True,False,False,False
SI,FOR,TOT_R,14037968.0,63.5,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Σλοβενία,True,False,False,False
SK,FOR,TOT_R,20620580.0,81.6,ΣΥΝΟΛΟ πληρωμένο,Εξωτερικό,True,Σλοβακία,True,False,False,False
